rxqual_value,rxlev_dbm,km_value,hour,day_of_week,is_weekend,has_hdlc_retrans,com_dte_dce_ok,voisinage_ok,label
1.0,-77.0,64.387,17.0,5,1,1,1,1,0
7.0,-70.0,177.85,18.0,5,1,1,1,1,1
2.0,-60.0,177.85,16.0,5,1,1,1,1,1
0.0,-48.0,33.961,7.0,6,1,1,1,1,0
5.0,-51.0,6.13,14.0,6,1,1,1,0,0
6.0,-53.0,6.13,15.0,6,1,1,1,1,0
2.0,-50.0,59.818,15.0,6,1,1,1,1,0
3.0,-52.0,6.13,16.0,6,1,1,1,0,0
0.0,-51.0,21.55,19.0,6,1,1,1,1,0
0.0,-69.0,88.911,21.0,6,1,1,1,1,0
0.0,-52.0,93.758,10.0,0,0,1,0,1,0
0.0,-48.0,4.707,17.0,0,0,1,1,0,0
5.0,-53.0,6.13,18.0,0,0,1,1,1,0
0.0,-54.0,135.525,19.0,0,0,1,1,1,0
7.0,-80.0,48.426,21.0,0,0,1,1,1,0
0.0,-53.0,205.125,20.0,0,0,1,1,1,0
0.0,-53.0,198.984,20.0,0,0,1,1,1,1
0.0,-48.0,33.961,4.0,1,0,1,1,1,0
1.0,-65.0,138.302,8.0,1,0,1,1,1,0
3.0,-53.0,122.536,15.0,1,0,1,0,1,0
0.0,-58.0,75.84,15.0,1,0,1,1,1,0
6.0,-50.0,7.321,16.0,1,0,1,0,0,0
0.0,-56.0,172.836,17.0,1,0,1,1,1,0
0.0,-67.0,155.962,8.0,3,0,1,1,1,0
7.0,-56.0,6.13,15.0,3,0,1,1,1,0
7.0,-56.0,108.206,17.0,3,0,1,1,1,1
0.0,-48.0,93.758,19.0,3,0,1,1,1,1
0.0,-48.0,79.282,4.0,4,0,1,1,1,0
3.0,-61.0,177.85,7.0,4,0,1,1,1,1
4.0,-60.0,177.85,19.0,4,0,1,1,1,1
7.0,-73.0,177.85,22.0,4,0,1,1,1,1
0.0,-56.0,109.495,8.0,5,1,1,1,1,0
2.0,-83.0,93.758,17.0,5,1,1,0,0,1
7.0,-52.0,7.321,9.0,6,1,1,1,0,0
0.0,-48.0,182.865,10.0,6,1,1,1,1,0
7.0,-55.0,7.321,16.0,6,1,1,1,0,0
7.0,-92.0,25.91,20.0,6,1,1,0,1,0
6.0,-49.0,6.13,20.0,6,1,1,1,0,0
7.0,-69.0,177.85,20.0,6,1,1,1,1,1
0.0,-56.0,10.125,0.0,0,0,1,1,1,1
0.0,-62.0,32.626,6.0,0,0,1,1,0,0
0.0,-48.0,91.365,16.0,0,0,1,1,1,0
7.0,-53.0,6.13,21.0,0,0,1,1,0,0
0.0,-49.0,57.662,22.0,0,0,1,1,1,0
0.0,-48.0,78.155,7.0,1,0,1,1,1,0
0.0,-59.0,174.074,13.0,1,0,1,1,0,0
5.0,-53.0,6.13,14.0,1,0,1,1,0,0
7.0,-55.0,6.13,20.0,1,0,1,1,1,0
7.0,-75.0,7.321,9.0,2,0,1,1,1,0
0.0,-57.0,62.072,11.0,2,0,1,1,1,0
4.0,-78.0,134.3,12.0,2,0,1,1,0,0
0.0,-72.0,138.302,17.0,2,0,1,1,1,0
0.0,-48.0,182.865,19.0,2,0,1,1,1,0
5.0,-49.0,7.321,22.0,2,0,1,1,1,0
1.0,-66.0,8.97,23.0,2,0,1,1,1,0
2.0,-66.0,9.97,0.0,4,0,1,1,1,0
1.0,-57.0,153.686,15.0,4,0,1,1,1,0
6.0,-52.0,6.13,20.0,4,0,1,1,1,0
0.0,-48.0,7.321,23.0,4,0,1,0,1,0
0.0,-56.0,166.529,7.0,5,1,1,1,1,0
7.0,-80.0,7.321,10.0,5,1,1,1,1,0
0.0,-55.0,72.398,12.0,5,1,1,1,1,0
0.0,-48.0,172.612,15.0,5,1,1,1,1,0
6.0,-52.0,7.321,16.0,5,1,1,1,0,0
7.0,-52.0,6.13,17.0,6,1,1,1,1,0
0.0,-53.0,39.215,21.0,6,1,1,1,1,0
1.0,-75.0,7.321,0.0,0,0,1,1,1,0
1.0,-49.0,102.918,7.0,1,0,1,1,1,0
2.0,-49.0,88.911,10.0,2,0,1,1,1,0
7.0,-52.0,7.381,20.0,2,0,1,1,1,0
3.0,-74.0,58.71,21.0,2,0,1,1,0,0
0.0,-50.0,53.601,10.0,3,0,1,1,1,0
7.0,-56.0,6.13,12.0,3,0,1,1,0,0
7.0,-61.0,7.321,13.0,3,0,1,1,1,0
5.0,-47.0,10.125,19.0,4,0,1,1,1,0
7.0,-53.0,6.13,20.0,4,0,1,1,0,0
3.0,-52.0,6.13,12.0,5,1,1,1,1,0
7.0,-55.0,6.13,14.0,5,1,1,1,1,0
3.0,-70.0,6.13,21.0,5,1,1,1,1,0
7.0,-69.0,202.125,23.0,5,1,1,1,1,0
0.0,-48.0,185.47,9.0,6,1,1,1,1,0
5.0,-47.0,28.457,19.0,6,1,1,1,1,1
6.0,-56.0,160.609,22.0,6,1,1,1,1,0
7.0,-53.0,7.381,23.0,6,1,1,1,0,0
0.0,-48.0,71.271,23.0,6,1,1,1,1,1
0.0,-72.0,7.321,16.0,1,0,1,1,0,0
0.0,-48.0,71.271,11.0,2,0,1,1,1,0
0.0,-48.0,185.47,20.0,2,0,1,1,1,0
5.0,-60.0,109.495,21.0,2,0,1,1,1,0
0.0,-57.0,35.259,21.0,2,0,1,1,1,0
7.0,-57.0,7.321,21.0,2,0,1,1,1,0
0.0,-48.0,68.956,12.0,3,0,1,1,1,0
7.0,-89.0,26.739,20.0,3,0,1,1,1,0
0.0,-51.0,129.18,8.0,4,0,1,1,1,0
0.0,-48.0,16.29,10.0,4,0,1,1,1,0
1.0,-64.0,172.836,20.0,4,0,1,1,0,0
0.0,-55.0,39.215,22.0,4,0,1,1,1,0
7.0,110.0,6.13,23.0,5,1,1,1,1,0
0.0,48.0,31.351,10.0,6,1,1,0,1,0
0.0,51.0,101.587,18.0,6,1,1,1,1,0
0.0,48.0,182.865,21.0,6,1,1,1,1,0
7.0,85.0,94.954,7.0,0,0,1,1,1,1
5.0,68.0,166.529,12.0,0,0,1,1,1,0
0.0,60.0,114.607,12.0,0,0,1,1,1,1
0.0,-48.0,85.888,4.0,2,0,1,1,1,0
7.0,-54.0,6.13,19.0,2,0,1,1,0,0
0.0,-66.0,161.722,7.0,3,0,1,1,0,0
0.0,-77.0,7.321,12.0,3,0,1,1,1,0
6.0,-53.0,7.321,21.0,3,0,1,1,0,0
7.0,-70.0,198.984,22.0,3,0,1,1,1,1
0.0,-62.0,104.253,7.0,4,0,1,1,0,0
0.0,-66.0,177.85,8.0,4,0,1,1,1,0
0.0,-48.0,199.292,20.0,4,0,1,1,1,0
7.0,-69.0,108.206,20.0,4,0,1,1,1,1
0.0,-110.0,177.85,20.0,4,0,1,1,1,0
7.0,-70.0,108.206,21.0,4,0,1,1,1,1
0.0,-54.0,7.321,23.0,5,1,1,1,1,0
0.0,-56.0,62.072,9.0,6,1,1,1,1,0
0.0,-63.0,117.258,17.0,6,1,1,1,1,0
7.0,-52.0,7.321,18.0,6,1,1,1,0,0
0.0,-64.0,146.738,11.0,0,0,1,0,1,0
0.0,-48.0,55.405,21.0,0,0,1,1,1,0
7.0,-52.0,6.13,18.0,1,0,1,1,0,0
0.0,-48.0,152.488,19.0,1,0,1,1,1,0
7.0,-52.0,6.13,12.0,2,0,1,1,1,0
6.0,-58.0,7.381,15.0,2,0,1,1,1,0
7.0,-56.0,7.381,17.0,2,0,1,1,1,0
7.0,-54.0,7.381,20.0,2,0,1,1,1,0
0.0,-53.0,8.97,23.0,2,0,1,1,1,0
0.0,-57.0,135.585,14.0,4,0,1,1,1,0
7.0,-53.0,6.13,16.0,4,0,1,1,0,0
7.0,-55.0,6.13,17.0,4,0,1,1,0,0
7.0,-50.0,6.13,21.0,4,0,1,1,1,0
0.0,-110.0,7.321,12.0,5,1,1,0,1,0
0.0,-57.0,143.112,19.0,5,1,1,1,1,0
7.0,-54.0,6.13,20.0,5,1,1,1,0,0
0.0,-65.0,144.326,11.0,6,1,1,0,1,0
7.0,-67.0,202.125,13.0,6,1,1,0,1,1
7.0,-53.0,6.13,14.0,6,1,1,1,0,0
1.0,-74.0,121.232,17.0,6,1,1,1,1,0
0.0,-71.0,139.481,20.0,6,1,1,1,1,0
7.0,-55.0,6.13,8.0,0,0,1,1,0,0
2.0,-80.0,108.206,16.0,0,0,1,1,0,0
0.0,-58.0,140.659,17.0,0,0,1,1,1,0
2.0,-48.0,141.898,19.0,0,0,1,1,1,0
0.0,-53.0,6.13,8.0,1,0,1,1,0,0
7.0,-55.0,7.321,9.0,1,0,1,1,1,0
0.0,-67.0,144.326,10.0,1,0,1,1,1,0
3.0,-52.0,6.13,14.0,1,0,1,1,1,0
7.0,-83.0,94.95,7.0,2,0,1,1,1,0
0.0,-48.0,141.898,10.0,2,0,1,1,1,0
7.0,-85.0,94.95,10.0,2,0,1,1,1,1
6.0,-53.0,7.321,11.0,2,0,1,1,0,0
0.0,-48.0,5.73,14.0,2,0,1,1,1,0
0.0,-48.0,182.865,18.0,2,0,1,0,1,0
7.0,-55.0,6.13,19.0,2,0,1,1,0,0
0.0,-48.0,181.626,10.0,3,0,1,1,1,0
0.0,-48.0,70.144,16.0,3,0,1,0,1,0
6.0,-54.0,6.13,18.0,3,0,1,1,0,0
0.0,-48.0,16.29,21.0,3,0,1,1,1,0
3.0,-65.0,90.108,7.0,4,0,1,1,1,0
0.0,-54.0,186.315,15.0,5,1,1,0,1,0
7.0,-55.0,6.13,18.0,5,1,1,1,1,0
0.0,-50.0,198.984,19.0,5,1,1,1,1,0
7.0,-52.0,6.13,20.0,6,1,1,1,1,0
7.0,-85.0,94.954,9.0,0,0,1,1,1,1
7.0,-82.0,25.91,20.0,0,0,1,1,0,1
0.0,-77.0,140.659,17.0,1,0,1,1,1,0
7.0,-79.0,7.321,20.0,1,0,1,1,1,0
2.0,-64.0,8.97,23.0,1,0,1,1,1,0
0.0,-51.0,106.918,11.0,1,0,1,1,1,0
5.0,-66.0,8.97,13.0,2,0,1,1,1,0
6.0,-52.0,7.321,20.0,2,0,1,1,0,0
0.0,-48.0,14.99,4.0,3,0,1,1,1,0
0.0,-55.0,31.351,8.0,3,0,1,1,1,0
0.0,-59.0,144.632,9.0,3,0,1,1,1,0
0.0,-65.0,39.215,12.0,3,0,1,1,0,0
7.0,-58.0,6.13,15.0,5,1,1,1,0,0
0.0,-48.0,118.562,11.0,6,1,1,1,1,0
7.0,-55.0,6.13,15.0,6,1,1,1,1,0
1.0,-64.0,144.326,20.0,6,1,1,1,0,0
6.0,-52.0,6.13,21.0,6,1,1,1,0,0
0.0,-71.0,21.55,6.0,0,0,1,1,0,0
6.0,-84.0,94.954,9.0,0,0,1,1,0,1
7.0,-65.0,133.492,23.0,0,0,1,1,0,1
0.0,-61.0,73.586,6.0,1,0,1,1,0,0
7.0,-58.0,7.321,6.0,1,0,1,1,0,0
7.0,-85.0,94.954,11.0,1,0,1,1,0,1
0.0,-55.0,143.112,12.0,1,0,1,1,0,0
3.0,-62.0,81.777,6.0,2,0,1,1,0,0
7.0,-86.0,94.945,13.0,2,0,1,1,1,1
4.0,-66.0,7.321,14.0,2,0,1,1,1,0
0.0,-48.0,160.609,17.0,2,0,1,0,1,0
1.0,-58.0,160.609,19.0,2,0,1,1,1,0
0.0,-60.0,140.659,21.0,2,0,1,1,1,0
2.0,-61.0,6.13,9.0,3,0,1,1,1,0
0.0,-48.0,105.555,16.0,3,0,1,1,1,0
0.0,-48.0,14.99,17.0,3,0,1,1,1,0
7.0,-55.0,6.13,11.0,4,0,1,1,1,0
0.0,-110.0,7.321,18.0,4,0,1,0,1,0
2.0,-48.0,22.91,14.0,5,1,1,1,1,0
0.0,-48.0,130.484,16.0,5,1,1,1,1,0
7.0,-42.0,7.321,17.0,5,1,1,0,1,0
0.0,-59.0,134.3,19.0,5,1,1,1,1,0
7.0,-59.0,8.2,22.0,5,1,1,1,0,0
7.0,-59.0,8.2,21.0,5,1,1,1,0,0
0.0,-72.0,93.758,5.0,6,1,1,1,1,0
2.0,-87.0,26.739,9.0,6,1,1,1,1,1
2.0,-48.0,129.18,10.0,6,1,1,1,1,0
7.0,-83.0,94.954,15.0,6,1,1,1,1,0
0.0,-48.0,75.84,4.0,0,0,1,1,1,1
0.0,-49.0,39.215,7.0,0,0,1,1,1,0
7.0,-55.0,6.13,14.0,0,0,1,1,0,0
0.0,-71.0,143.112,17.0,0,0,1,1,1,1
0.0,-51.0,87.187,17.0,0,0,1,1,1,0
2.0,-77.0,64.387,20.0,0,0,1,1,1,1
7.0,-53.0,6.13,15.0,1,0,1,1,1,0
7.0,-53.0,93.758,17.0,1,0,1,1,1,1
3.0,-73.0,165.298,17.0,1,0,1,1,1,0
3.0,-87.0,25.91,18.0,1,0,1,1,1,0
7.0,-66.0,6.13,19.0,1,0,1,1,0,0
2.0,-65.0,7.381,16.0,2,0,1,1,1,0
1.0,-73.0,8.97,17.0,2,0,1,1,0,0
1.0,-66.0,7.381,17.0,2,0,1,1,1,0
7.0,-52.0,6.13,21.0,2,0,1,1,0,0
2.0,-74.0,7.381,18.0,3,0,1,1,0,0
0.0,-53.0,78.155,18.0,3,0,1,1,1,0
7.0,-52.0,6.13,19.0,3,0,1,1,1,0
0.0,-48.0,6.13,21.0,3,0,1,1,1,0
0.0,-48.0,31.351,4.0,4,0,1,1,1,0
0.0,-72.0,7.381,6.0,4,0,1,1,1,0
7.0,-84.0,94.954,8.0,4,0,1,1,1,1
0.0,-73.0,9.07,12.0,4,0,1,0,1,0
6.0,-75.0,7.381,12.0,4,0,1,1,1,0
0.0,-67.0,8.97,13.0,4,0,1,1,1,0
7.0,-54.0,7.381,20.0,4,0,1,1,1,0
0.0,-48.0,8.97,21.0,4,0,1,1,1,0
0.0,-50.0,8.97,9.0,5,1,1,1,1,0
5.0,-48.0,8.97,13.0,5,1,1,0,1,0
1.0,-75.0,7.381,14.0,5,1,1,1,1,0
7.0,-56.0,8.97,14.0,5,1,1,1,1,0
0.0,-57.0,6.13,15.0,5,1,1,1,1,0
0.0,-48.0,16.29,8.0,6,1,1,1,1,0
0.0,-63.0,145.6,9.0,6,1,1,1,1,0
0.0,-57.0,90.108,12.0,6,1,1,1,1,0
0.0,-66.0,144.326,14.0,6,1,1,1,1,0
7.0,-56.0,152.862,14.0,6,1,1,1,1,1
5.0,-63.0,8.97,16.0,6,1,1,1,1,0
3.0,-56.0,43.171,16.0,6,1,1,1,1,0
6.0,-53.0,6.13,17.0,6,1,1,1,0,0
7.0,-55.0,6.13,17.0,6,1,1,1,0,0
0.0,-48.0,53.601,21.0,6,1,1,1,1,0
0.0,-52.0,32.626,4.0,0,0,1,1,1,0
7.0,-64.0,7.321,13.0,0,0,1,1,1,0
1.0,-71.0,138.302,14.0,0,0,1,1,1,0
7.0,-55.0,6.13,15.0,0,0,1,1,0,0
6.0,-58.0,109.495,16.0,0,0,1,1,1,1
5.0,-53.0,7.321,16.0,0,0,1,1,0,0
7.0,-51.0,6.13,21.0,0,0,1,1,0,0
0.0,-51.0,94.954,16.0,1,0,1,1,0,0
2.0,-65.0,6.13,17.0,2,0,1,1,0,0
5.0,-55.0,7.321,13.0,3,0,1,1,0,0
2.0,-55.0,188.056,18.0,3,0,1,1,1,0
7.0,-85.0,6.13,21.0,3,0,1,1,0,0
7.0,-83.0,94.954,22.0,3,0,1,1,1,0
6.0,-51.0,5.73,23.0,4,0,1,0,0,0
7.0,-55.0,6.13,9.0,6,1,1,1,0,0
0.0,-48.0,76.968,10.0,6,1,1,1,1,0
7.0,-64.0,6.13,18.0,6,1,1,1,1,0
7.0,-51.0,5.73,19.0,6,1,1,1,1,0
0.0,-54.0,198.984,20.0,6,1,1,1,1,0
3.0,-67.0,75.84,13.0,0,0,1,1,1,0
1.0,-73.0,25.91,16.0,0,0,1,1,1,0
3.0,-75.0,145.6,18.0,0,0,1,1,1,0
2.0,-48.0,131.789,18.0,0,0,1,1,1,0
0.0,-48.0,65.514,6.0,1,0,1,1,1,0
1.0,-48.0,123.901,14.0,1,0,1,1,1,0
7.0,-56.0,7.321,17.0,1,0,1,1,0,0
0.0,-61.0,140.659,17.0,1,0,1,1,1,0
0.0,-60.0,154.824,6.0,2,0,1,1,1,0
3.0,-71.0,6.13,14.0,2,0,1,1,1,0
6.0,-65.0,6.13,16.0,3,0,1,1,1,0
0.0,-48.0,35.259,18.0,3,0,1,1,1,0
0.0,-70.0,144.326,21.0,3,0,1,1,1,1
7.0,-67.0,152.548,21.0,3,0,1,1,1,1
0.0,-56.0,60.945,14.0,4,0,1,1,1,0
7.0,-76.0,94.954,18.0,4,0,1,1,1,0
6.0,-52.0,6.13,10.0,5,1,1,1,1,0
0.0,-78.0,65.514,12.0,5,1,1,1,1,1
4.0,-56.0,7.321,21.0,6,1,1,1,0,0
0.0,-48.0,14.998,7.0,0,0,1,1,1,0
7.0,-54.0,6.13,11.0,0,0,1,1,0,0
0.0,-50.0,167.761,10.0,1,0,1,1,1,1
5.0,-53.0,6.13,15.0,1,0,1,1,1,0
7.0,-72.0,177.85,20.0,1,0,1,1,1,1
1.0,-48.0,94.954,12.0,2,0,1,1,1,0
0.0,-58.0,143.112,19.0,2,0,1,1,1,0
4.0,-48.0,76.968,8.0,3,0,1,1,1,0
7.0,-50.0,6.13,10.0,3,0,1,1,1,0
3.0,-68.0,145.6,11.0,3,0,1,1,1,0
7.0,-54.0,7.321,17.0,3,0,1,1,0,0
0.0,-49.0,10.125,17.0,4,0,1,1,0,0
0.0,-110.0,177.85,18.0,4,0,1,1,1,1
7.0,-56.0,6.13,16.0,5,1,1,1,0,0
7.0,-51.0,6.13,17.0,5,1,1,1,0,0
7.0,-55.0,6.13,14.0,5,1,1,1,0,0
7.0,-53.0,7.321,20.0,5,1,1,1,1,0
0.0,-54.0,58.71,12.0,6,1,1,1,1,0
1.0,-73.0,153.686,19.0,6,1,1,1,1,1
0.0,-64.0,147.876,20.0,6,1,1,1,1,0
7.0,-54.0,7.321,21.0,6,1,1,1,1,0
0.0,-48.0,162.835,6.0,0,0,1,1,1,0
7.0,-53.0,6.13,6.0,0,0,1,1,0,0
7.0,-56.0,94.954,8.0,0,0,1,1,1,0
3.0,-67.0,6.13,10.0,0,0,1,1,1,0
7.0,-54.0,6.13,18.0,0,0,1,1,0,0
0.0,-50.0,25.91,6.0,1,0,1,1,1,0
7.0,-65.0,134.3,16.0,1,0,1,1,1,1
0.0,-56.0,67.829,4.0,2,0,1,1,1,0
4.0,-55.0,86.238,6.0,2,0,1,1,1,0
4.0,-48.0,94.954,10.0,2,0,1,1,1,0
0.0,-72.0,140.659,12.0,2,0,1,1,1,0
0.0,-72.0,138.302,18.0,2,0,1,1,1,0
7.0,-63.0,198.984,12.0,3,0,1,1,1,1
7.0,-70.0,7.321,19.0,3,0,1,1,1,0
6.0,-54.0,7.321,21.0,3,0,1,1,0,0
7.0,-66.0,6.13,14.0,4,0,1,1,0,0
7.0,-56.0,6.13,15.0,4,0,1,1,0,0
7.0,-56.0,6.13,17.0,4,0,1,1,1,0
7.0,-58.0,6.13,15.0,5,1,1,1,0,0
0.0,-60.0,11.28,16.0,5,1,1,1,1,0
7.0,-53.0,6.13,17.0,5,1,1,1,1,0
7.0,-53.0,177.85,20.0,5,1,1,1,1,1
0.0,-56.0,180.388,6.0,6,1,1,1,1,0
5.0,-82.0,7.321,14.0,6,1,1,1,0,0
0.0,-66.0,144.326,15.0,6,1,1,1,1,0
0.0,-48.0,97.619,18.0,6,1,1,1,0,0
0.0,-54.0,6.13,20.0,6,1,1,1,0,0
4.0,-72.0,133.074,21.0,6,1,1,1,1,0
6.0,-74.0,7.321,11.0,0,0,1,1,1,0
3.0,-63.0,75.84,16.0,0,0,1,1,1,0
0.0,-60.0,28.397,18.0,0,0,1,1,1,0
6.0,-53.0,7.321,19.0,0,0,1,1,1,0
7.0,-52.0,6.13,12.0,1,0,1,1,1,0
0.0,-69.0,12.496,14.0,1,0,1,1,0,1
7.0,-110.0,6.13,15.0,1,0,1,0,0,0
5.0,-52.0,6.13,18.0,1,0,1,1,0,0
7.0,-57.0,6.13,8.0,2,0,1,1,1,0
0.0,-71.0,21.55,9.0,2,0,1,1,1,0
3.0,-48.0,135.525,15.0,2,0,1,1,1,0
0.0,-60.0,6.13,6.0,3,0,1,1,0,0
0.0,-48.0,141.898,12.0,3,0,1,1,1,0
0.0,-65.0,144.326,16.0,3,0,1,1,1,0
0.0,-50.0,182.865,17.0,3,0,1,1,1,0
0.0,-52.0,16.29,23.0,3,0,1,1,1,0
0.0,-55.0,77.028,9.0,4,0,1,1,1,0
0.0,-60.0,145.6,11.0,4,0,1,1,1,0
0.0,-48.0,119.927,12.0,4,0,1,1,1,0
0.0,-58.0,7.321,8.0,5,1,1,1,1,0
7.0,-73.0,94.954,10.0,5,1,1,1,1,1
0.0,-68.0,144.326,14.0,5,1,1,1,1,0
0.0,-48.0,80.47,5.0,6,1,1,1,1,0
0.0,-52.0,102.95,9.0,6,1,1,1,0,1
0.0,-75.0,139.481,15.0,6,1,1,1,1,0
3.0,-64.0,68.956,8.0,0,0,1,1,1,0
7.0,-84.0,94.954,11.0,0,0,1,1,1,1
0.0,-110.0,202.125,13.0,0,0,1,1,1,1
1.0,-71.0,144.326,16.0,0,0,1,1,1,0
7.0,-70.0,7.321,18.0,0,0,1,1,1,0
7.0,-62.0,6.13,19.0,0,0,1,1,0,0
0.0,-75.0,11.28,19.0,0,0,1,1,0,0
0.0,-84.0,94.954,13.0,1,0,1,1,1,1
3.0,-79.0,121.232,6.0,2,0,1,1,1,0
7.0,-83.0,94.954,8.0,2,0,1,1,1,1
1.0,-67.0,52.289,10.0,2,0,1,1,1,0
0.0,-61.0,53.289,11.0,2,0,1,1,1,0
1.0,-50.0,186.315,15.0,2,0,1,1,1,0
0.0,-64.0,74.713,16.0,2,0,1,1,0,0
2.0,-60.0,152.488,19.0,2,0,1,1,0,0
0.0,-54.0,13.713,8.0,3,0,1,1,1,0
2.0,-48.0,131.789,8.0,3,0,1,1,1,0
0.0,-69.0,144.326,19.0,3,0,1,1,1,0
7.0,-59.0,7.321,23.0,3,0,1,1,1,0
0.0,-63.0,75.84,4.0,4,0,1,1,1,0
0.0,-56.0,90.108,9.0,4,0,1,1,1,0
0.0,-48.0,170.298,10.0,4,0,1,1,1,0
7.0,-53.0,6.13,12.0,4,0,1,1,0,0
0.0,-48.0,94.954,12.0,4,0,1,1,1,0
7.0,-53.0,6.13,15.0,4,0,1,1,0,0
7.0,-67.0,7.321,8.0,5,1,1,1,1,0
3.0,-68.0,146.738,11.0,6,1,1,1,1,0
3.0,-62.0,152.488,13.0,6,1,1,1,1,1
0.0,-55.0,185.825,18.0,6,1,1,1,1,1
7.0,-56.0,7.321,21.0,6,1,1,1,1,0
7.0,-81.0,94.954,8.0,0,0,1,1,1,1
1.0,-73.0,144.326,14.0,0,0,1,1,1,0
7.0,-57.0,152.548,14.0,0,0,1,1,1,0
0.0,-50.0,30.076,16.0,0,0,1,1,1,0
7.0,-82.0,94.954,18.0,0,0,1,1,1,1
5.0,-60.0,94.954,19.0,0,0,1,1,1,1
7.0,-70.0,108.206,21.0,0,0,1,1,1,0
7.0,-66.0,177.85,22.0,0,0,1,1,1,1
2.0,-75.0,93.758,6.0,1,0,1,1,0,1
0.0,-61.0,131.789,7.0,1,0,1,1,1,0
7.0,-67.0,7.321,9.0,1,0,1,1,1,0
7.0,-71.0,7.321,14.0,1,0,1,1,1,0
0.0,-61.0,143.112,16.0,1,0,1,1,1,0
4.0,-81.0,140.659,17.0,1,0,1,1,1,1
7.0,-84.0,94.954,15.0,2,0,1,1,1,1
7.0,-53.0,6.13,17.0,3,0,1,1,0,0
7.0,-53.0,6.13,21.0,3,0,1,1,1,0
7.0,-64.0,6.13,17.0,4,0,1,1,1,0
7.0,-83.0,25.91,19.0,4,0,1,1,1,0
0.0,-61.0,145.6,12.0,5,1,1,1,1,0
7.0,-64.0,94.954,12.0,5,1,1,1,1,1
7.0,-53.0,6.13,19.0,5,1,1,1,1,0
0.0,-64.0,144.326,14.0,6,1,1,1,1,0
0.0,-60.0,143.112,10.0,0,0,1,1,1,0
7.0,-82.0,94.954,12.0,0,0,1,1,1,1
7.0,-102.0,21.564,9.0,1,0,1,1,1,1
7.0,-83.0,94.954,13.0,1,0,1,1,1,1
7.0,-81.0,94.954,19.0,1,0,1,1,1,1
6.0,-52.0,7.321,21.0,1,0,1,1,0,0
3.0,-71.0,180.388,22.0,1,0,1,1,1,1
0.0,-48.0,31.351,12.0,2,0,1,1,1,0
1.0,-68.0,144.326,12.0,5,1,1,1,1,0
7.0,-81.0,94.954,15.0,5,1,1,1,1,1
2.0,-78.0,94.954,22.0,5,1,1,1,1,1
7.0,-54.0,6.13,16.0,6,1,1,1,1,0
7.0,-51.0,6.13,18.0,6,1,1,1,0,0
7.0,-63.0,180.388,20.0,6,1,1,1,0,1
0.0,-48.0,94.954,13.0,0,0,1,1,1,0
3.0,-64.0,144.326,19.0,0,0,1,1,1,0
7.0,-81.0,108.206,18.0,1,0,1,1,1,1
7.0,-52.0,6.13,15.0,2,0,1,1,0,0
6.0,-60.0,6.13,19.0,2,0,1,1,0,0
7.0,-52.0,94.954,7.0,3,0,1,1,1,1
7.0,-74.0,7.321,10.0,4,0,1,1,1,0
7.0,-51.0,6.13,20.0,4,0,1,1,1,0
7.0,-68.0,7.321,21.0,4,0,1,1,1,0
0.0,-48.0,186.315,6.0,5,1,1,1,1,0
7.0,-74.0,7.321,9.0,5,1,1,1,1,0
7.0,-65.0,6.13,16.0,5,1,1,1,1,0
2.0,-71.0,144.326,18.0,5,1,1,1,1,0
7.0,-83.0,94.954,9.0,6,1,1,1,1,1
1.0,-68.0,146.738,16.0,0,0,1,1,1,0
7.0,-65.0,6.13,14.0,0,0,1,1,1,0
7.0,-55.0,7.381,19.0,0,0,1,1,0,0
7.0,-57.0,7.321,21.0,0,0,1,1,1,0
7.0,-81.0,94.954,11.0,1,0,1,1,1,1
7.0,-85.0,94.954,12.0,1,0,1,1,1,1
7.0,-67.0,6.13,18.0,1,0,1,1,1,0
0.0,-62.0,144.326,11.0,3,0,1,1,1,0
6.0,-76.0,127.815,22.0,3,0,1,1,1,1
7.0,-67.0,6.13,15.0,4,0,1,1,1,0
0.0,-67.0,39.215,19.0,4,0,1,1,0,1
0.0,-67.0,88.911,7.0,5,1,1,1,0,1
5.0,-68.0,6.13,11.0,5,1,1,1,0,0
0.0,-54.0,189.299,16.0,5,1,1,0,1,1
6.0,-67.0,6.13,12.0,6,1,1,1,1,0
5.0,-62.0,7.13,14.0,6,1,1,1,1,0
0.0,-60.0,172.863,15.0,6,1,1,1,1,1
7.0,-82.0,94.654,17.0,6,1,1,1,1,1
7.0,-64.0,6.13,20.0,6,1,1,1,1,0
2.0,-77.0,108.206,18.0,0,0,1,1,1,1
2.0,-66.0,6.13,15.0,1,0,1,1,1,0
7.0,-71.0,189.984,18.0,1,0,1,0,1,1
0.0,-58.0,145.6,21.0,1,0,1,1,1,0
7.0,-56.0,6.13,10.0,2,0,1,1,1,0
7.0,-75.0,7.321,23.0,2,0,1,1,0,0
7.0,-54.0,6.13,10.0,4,0,1,1,1,0
7.0,-53.0,6.13,17.0,4,0,1,1,1,0
5.0,-59.0,7.321,19.0,4,0,1,1,1,0
7.0,-82.0,94.954,19.0,4,0,1,1,1,1
0.0,-48.0,93.758,12.0,5,1,1,1,1,0
7.0,-49.0,7.321,21.0,5,1,1,1,1,0
2.0,-65.0,78.155,16.0,6,1,1,1,0,1
7.0,-51.0,6.13,20.0,6,1,1,1,1,0
0.0,-58.0,83.084,9.0,0,0,1,1,0,1
0.0,-73.0,185.47,10.0,0,0,1,1,1,1
