source,timestamp,km,zone_gsmr,cause_racine,sous_systeme,rxqual_ertms,rxlev_ertms,start_time,stop_time,call_setup_duration,transaction_duration,gsmr_connected,etcs_connected,end_event,end_cause,imei,label,call_setup_sec,transaction_sec,hour,day_of_week,is_weekend,is_night,duration_very_short,duration_very_long,slow_setup,km_value
ERTMS,2025-11-14 23:00:25.000,7.321,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO non finalisé entre 203 et 302, les conditions radio étaient mauvaies avant la déconnexion, La requete de deconnexion a ete envoyé par le Bord avec retransmission des trames HDLC*5",BORD,dl Rxqual=7,dl rx level=-60,2025-11-14 23:00:47.526,2025-11-14 23:07:50.240,3s 614ms,7min 2s 714ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045098.0,1,3.614,422.714,23,4,0,0,0,0,0,7.321
Expandium_Normal,2026-01-04 10:03:37.609,,,,,,,2026-01-04 10:03:37.609,2026-01-04 10:04:40.235,3s 615ms,1min 2s 626ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500005339.0,0,3.615,62.626,10,6,1,0,0,0,0,
ERTMS,2025-11-11 12:05:39.000,6.13,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO complet entre 203 et 202 avec Downlink quality , les conditions radio étaient mauvaies avant la déconnexion,La requete de deconnexion a ete envoyé par le RBC suite au retransmission des trames HDLC",BORD,dl Rxqual=5,dl rx level=-67,2025-11-11 12:05:41.292,2025-11-11 12:05:48.693,3s 600ms,7s 401ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500044557.0,1,3.6,7.401,12,1,0,0,1,0,0,6.13
Expandium_Normal,2025-10-19 19:34:10.335,,,,,,,2025-10-19 19:34:10.335,2025-10-19 20:17:52.656,3s 585ms,43min 42s 321ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045083.0,0,3.585,2622.321,19,6,1,0,0,0,0,
ERTMS,2025-10-25 07:04:38.000,6.13,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO Complet entre 202 et 303  ,les conditions radio étaient Mauvaises avant la déconnexion,La requete de deconnexion a ete envoyé par le RBC avec retransmission des trames HDLC",BORD,dl Rxqual=3,dl rx level=-68,2025-10-25 07:04:40.624,2025-10-25 07:04:49.946,3s 595ms,9s 322ms,Connected,Not Connected,User Plane HDLC DISC,,35214500043740.0,1,3.5949999999999998,9.322,7,5,1,0,1,0,0,6.13
Expandium_Normal,2025-10-21 04:43:27.661,,,,,,,2025-10-21 04:43:27.661,2025-10-21 04:43:59.984,4s 521ms,32s 323ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500043605.0,0,4.521,32.323,4,1,0,1,1,0,0,
Expandium_Normal,2025-12-17 06:41:41.163,,,,,,,2025-12-17 06:41:41.163,2025-12-17 06:42:45.194,3s 629ms,1min 4s 31ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500044557.0,0,3.629,64.031,6,2,0,1,0,0,0,
ERTMS,2025-12-24 09:57:48.000,127.815,GSMR_22/23,"Selon notre analyse, nous avons constaté que le HO est non finalisé entre 222 et 223, les conditions radio étaient Bonne avant la déconnexion, La requete de deconnexion a ete envoyé par le Bord  sans retransmission des trames HDLC*5",GSMR,dl Rxqual=6,dl rx level=-88,2025-12-24 09:57:57.364,2025-12-24 09:58:06.046,3s 387ms,8s 682ms,Connected,Not Connected,User Plane HDLC DISC,,35229605039726.0,1,3.387,8.682,9,2,0,0,1,0,0,127.815
ERTMS,2025-11-09 12:05:34.000,6.13,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO complet entre 202 et 203 avec Downlink quality , les conditions radio étaient mauvaies avant la déconnexion,La requete de deconnexion a ete envoyé par le RBC suite au retransmission des trames HDLC",BORD,dl Rxqual=7,dl rx level=-65,2025-11-09 12:05:36.170,2025-11-09 12:05:43.371,3s 612ms,7s 201ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500043740.0,1,3.612,7.201,12,6,1,0,1,0,0,6.13
Expandium_Normal,2026-01-21 04:48:56.381,,,,,,,2026-01-21 04:48:56.381,2026-01-21 04:50:35.179,3s 620ms,1min 38s 798ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045424.0,0,3.62,98.798,4,2,0,1,0,0,0,
ERTMS,2025-11-16 05:20:16.000,52.289,GSMR_09/10,"Selon notre analyse, nous avons constaté que le HO non finalisé entre 209 et 310, les conditions radio étaient bonnes avant la déconnexion, La requete de deconnexion a ete envoyé par le RBC avec retransmission des trames HDLC*5",BORD/GSMR,dl Rxqual=0,dl rx level=-58,2025-11-16 05:20:14.754,2025-11-16 05:20:32.067,3s 650ms,17s 313ms,Connected,Connected,User Plane SAPDU DI,Normal release requested by peer SFM user,35214500045488.0,1,3.65,17.313,5,6,1,1,1,0,0,52.289
ERTMS,2026-01-14 11:05:09.000,4.707,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO non finalisé entre 303et 201, les conditions radio étaient mauvaises avant la déconnexion, La requete de deconnexion a ete envoyé par le  RBC  avec  retransmission des trames HDLC*5",BORD,dl Rxqual=7,dl rx level=-70,2026-01-14 11:05:11.824,2026-01-14 11:05:19.020,3s 642ms,7s 196ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500004427.0,1,3.642,7.196,11,2,0,0,1,0,0,4.707
Expandium_Normal,2026-03-08 11:39:40.165,,,,,,,2026-03-08 11:39:40.165,2026-03-08 11:40:21.143,3s 362ms,40s 978ms,Connected,Connected,User Plane SUBSET026 Term Session,,35229605039726.0,0,3.362,40.978,11,6,1,0,1,0,0,
ERTMS,2025-11-12 19:19:47.000,130.074,GSMR_23/24,"Selon notre analyse, nous avons constaté que le HO Non fnalisé entre 211 et 212, les conditions radio étaient Bonnes avant la déconnexion,La requete de deconnexion a ete envoyé par le RBC suite au retransmission des trames HDLC",GSMR,dl Rxqual=2,dl rx level=-65,2025-11-12 19:19:40.831,2025-11-12 19:19:58.875,3s 611ms,18s 44ms,Connected,Connected,User Plane SAPDU DI,Normal release requested by peer SFM user,35214500044497.0,1,3.6109999999999998,18.044,19,2,0,0,1,0,0,130.074
Expandium_Normal,2026-02-14 10:49:20.060,,,,,,,2026-02-14 10:49:20.060,2026-02-14 10:51:11.070,3s 857ms,1min 51s 10ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500047160.0,0,3.857,111.01,10,5,1,0,0,0,0,
Expandium_Normal,2025-12-21 15:40:14.064,,,,,,,2025-12-21 15:40:14.064,2025-12-21 16:23:25.574,3s 605ms,43min 11s 510ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500046055.0,0,3.605,2591.51,15,6,1,0,0,0,0,
ERTMS,2025-10-14 19:37:40.000,177.85,GSMR_30/31,"Selon notre analyse, nous avons constaté que le HO est complet  entre 331 et 330 avec dowlink quality ,les conditions radio étaient Mauvaises avant la déconnexion,La requete de deconnexion a ete envoyé par le RBC avec retransmission des trames HDLC",GSMR,dl Rxqual=7,dl rx level=-73,2025-10-14 19:37:44.192,2025-10-14 19:37:50.405,3s 602ms,6s 213ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500045477.0,1,3.602,6.213,19,1,0,0,1,0,0,177.85
ERTMS,2026-02-02 08:05:20.000,6.13,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO Complet entre 202 et 301, les conditions radio étaient Mauvaise avant la déconnexion, La requete de deconnexion a ete envoyé par le RBC  avec  retransmission des trames HDLC*5",BORD,dl Rxqual=7,dl rx level=-73,2026-02-02 08:05:23.846,2026-02-02 08:05:31.363,3s 605ms,7s 517ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500045495.0,1,3.605,7.517,8,0,0,0,1,0,0,6.13
ERTMS,2025-11-19 22:54:26.000,108.206,GSMR_19/20,"Selon notre analyse, nous avons constaté que le HO non finalisé entre 320 et 319, les conditions radio étaient bonnes avant la déconnexion, La requete de deconnexion a ete envoyé par le RBC avec retransmission des trames HDLC*5",BORD/GSMR,dl Rxqual=2,dl rx level=-76,2025-11-19 22:54:47.338,2025-11-19 23:17:31.286,3s 637ms,22min 43s 948ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500038727.0,1,3.637,1363.948,22,2,0,0,0,0,0,108.206
Expandium_Normal,2025-11-25 20:33:54.591,,,,,,,2025-11-25 20:33:54.591,2025-11-25 21:15:58.509,3s 641ms,42min 3s 918ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500045098.0,0,3.641,2523.918,20,1,0,0,0,0,0,
Expandium_Normal,2026-01-20 04:01:40.233,,,,,,,2026-01-20 04:01:40.233,2026-01-20 05:22:13.306,4s 583ms,1h 20min 33s 73ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500044293.0,0,4.583,4833.073,4,1,0,1,0,1,0,
Expandium_Normal,2026-01-20 08:05:52.833,,,,,,,2026-01-20 08:05:52.833,2026-01-20 08:51:55.960,3s 631ms,46min 3s 127ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500044293.0,0,3.6310000000000002,2763.127,8,1,0,0,0,0,0,
Expandium_Normal,2026-01-09 20:35:36.091,,,,,,,2026-01-09 20:35:36.091,2026-01-09 20:37:43.139,3s 613ms,2min 7s 48ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500004427.0,0,3.613,127.048,20,4,0,0,0,0,0,
ERTMS,2025-11-16 15:04:36.000,6.13,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO Complete entre 301 et 302, les conditions radio étaient mauvaies avant la déconnexion, La requete de deconnexion a ete envoyé par le RBC  avec retransmission des trames HDLC*5",BORD,dl Rxqual=6,dl rx level=-54,2025-11-16 15:04:39.191,2025-11-16 15:04:46.732,3s 637ms,7s 541ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500044293.0,1,3.637,7.541,15,6,1,0,1,0,0,6.13
ERTMS,2025-12-23 18:13:13.000,7.321,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO est Non finalisé entre 303 et 202 , les conditions radio étaient mauvaises avant la déconnexion, La requete de deconnexion a ete envoyé par le RBC  avec retransmission des trames HDLC*5",BORD,dl Rxqual=6,dl rx level=-52,2025-12-23 18:13:01.937,2025-12-23 18:13:17.618,3s 835ms,15s 681ms,Connected,Connected,User Plane SAPDU DI,Normal release requested by peer SFM user,35214500045083.0,1,3.835,15.681000000000001,18,1,0,0,1,0,0,7.321
ERTMS,2025-11-06 15:05:11.000,6.13,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO non finalisé entre 301 et 203, les conditions radio étaient Mauvaises avant la déconnexion, La requete de deconnexion a ete envoyé par le RBC sans retransmission des trames HDLC.",BORD,dl Rxqual=7,dl rx level=-51,2025-11-06 15:04:59.891,2025-11-06 15:05:15.621,3s 596ms,15s 730ms,Connected,Not Connected,User Plane SAPDU DI,Normal release requested by peer SFM user,35214500044293.0,1,3.596,15.73,15,3,0,0,1,0,0,6.13
ERTMS,2025-10-15 21:13:43.000,7.321,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO est complet  entre 203 et 302 ,les conditions radio étaient bonnes avant la déconnexion,La requete de deconnexion a ete envoyé par le RBC avec retransmission des trames HDLC",BORD,dl Rxqual=3,dl rx level=-51,2025-10-15 21:13:45.669,2025-10-15 21:13:51.882,3s 643ms,6s 213ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500046011.0,1,3.643,6.213,21,2,0,0,1,0,0,7.321
ERTMS,2026-02-08 05:31:26.000,80.47,GSMR_14/15,"Selon notre analyse, nous avons constaté que le HO est complet entre  214 et 215, les conditions radio sont Bonnes  La requete de deconnexion a ete envoyé par le RBC  sans retransmission des trames HDLC",RBC,dl Rxqual=0 ,dl rx level=-48,2026-02-08 05:31:28.591,2026-02-08 05:31:35.792,3s 624ms,7s 201ms,Connected,Not Connected,Disconnect,Normal call clearing,35214500045735.0,1,3.624,7.201,5,6,1,1,1,0,0,80.47
ERTMS,2026-01-10 20:13:19.000,7.321,GSMR_02/03,"Selon notre analyse, nous avons constaté que le HO Non finalisé entre 302 et 203 avec Downlink quality , les conditions radio étaient mauvaise  avant la déconnexion, La requete de deconnexion a ete envoyé par le  bord  Sans  retransmission des trames HDLC",BORD,dl Rxqual=6,dl rx level=-53,2026-01-10 20:13:18.805,2026-01-10 20:13:33.740,3s 610ms,14s 935ms,Connected,Not Connected,User Plane SAPDU DI,Normal release requested by peer SFM user,35214500045477.0,1,3.61,14.935,20,5,1,0,1,0,0,7.321
ERTMS,2025-12-28 00:08:18.000,202.125,GSMR_33/RAC,"Selon notre analyse, nous avons constaté que le HO est complet entre 234 et 233, les conditions radio sont mauvaises  La requete de deconnexion a ete envoyé par le  RBC  avec retransmission des trames HDLC*5",GSMR,dl Rxqual=7,dl rx level=-72,2025-12-28 00:08:20.151,2025-12-28 00:11:14.042,3s 602ms,2min 53s 891ms,Connected,Connected,User Plane SUBSET026 Term Session,,35214500004427.0,1,3.602,173.891,0,6,1,1,0,0,0,202.125
